,mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,name,Type,Sedans_1,japan,usa,chevrolet,nissan,peugeot,saab,toyota,volkswagen,volvo,Medium_HP,High_HP
202,15.5,8.0,318.0,145.0,4140.0,13.7,77.0,usa,chevrolet,Sedan,1,0,1,1,0,0,0,0,0,0,0,1
203,15.0,8.0,302.0,130.0,4295.0,14.9,77.0,usa,volvo,Sedan,1,0,1,0,0,0,0,0,0,1,0,1
204,17.5,6.0,250.0,110.0,3520.0,16.4,77.0,usa,volkswagen,Sedan,1,0,1,0,0,0,0,0,1,0,0,1
205,20.5,6.0,231.0,105.0,3425.0,16.9,77.0,usa,peugeot,Sedan,1,0,1,0,0,1,0,0,0,0,0,1
206,19.0,6.0,225.0,100.0,3630.0,17.7,77.0,usa,peugeot,Sedan,1,0,1,0,0,1,0,0,0,0,1,0
207,18.5,6.0,250.0,98.0,3525.0,19.0,77.0,usa,toyouta,Sedan,1,0,1,0,0,0,0,1,0,0,1,0
208,16.0,8.0,400.0,90.0,4220.0,11.1,77.0,usa,toyota,Sedan,1,0,1,0,0,0,0,1,0,0,0,1
209,15.5,8.0,350.0,90.0,4165.0,11.4,77.0,usa,chevrolet,Sedan,1,0,1,1,0,0,0,0,0,0,0,1
210,15.5,8.0,400.0,90.0,4325.0,12.2,77.0,usa,chevrolet,Sedan,1,0,1,1,0,0,0,0,0,0,0,1
211,16.0,8.0,351.0,149.0,4335.0,14.5,77.0,usa,chevrolet,Sedan,1,0,1,1,0,0,0,0,0,0,0,1
212,29.0,4.0,97.0,78.0,1940.0,14.5,77.0,europe,chevrolet,Coupe,0,0,0,1,0,0,0,0,0,0,0,0
213,24.5,4.0,151.0,88.0,2740.0,16.0,77.0,usa,chevrolet,Sedan,1,0,1,1,0,0,0,0,0,0,1,0
214,26.0,4.0,97.0,75.0,2265.0,18.2,77.0,japan,chevrolet,Coupe,0,1,0,1,0,0,0,0,0,0,0,0
215,25.5,4.0,140.0,89.0,2755.0,15.8,77.0,usa,toyota,Sedan,1,0,1,0,0,0,0,1,0,0,1,0
216,30.5,4.0,98.0,63.0,2051.0,17.0,77.0,usa,volkswagen,Coupe,0,0,1,0,0,0,0,0,1,0,0,0
217,33.5,4.0,98.0,83.0,2075.0,15.9,77.0,usa,peugeot,Coupe,0,0,1,0,0,1,0,0,0,0,1,0
218,30.0,4.0,97.0,67.0,1985.0,16.4,77.0,japan,audi,Coupe,0,1,0,0,0,0,0,0,0,0,0,0
219,30.5,4.0,97.0,78.0,2190.0,14.1,77.0,europe,saab,Coupe,0,0,0,0,0,0,1,0,0,0,0,0
220,22.0,6.0,146.0,97.0,2815.0,14.5,77.0,japan,chevrolet,Sedan,1,1,0,1,0,0,0,0,0,0,1,0
221,21.5,4.0,121.0,110.0,2600.0,12.8,77.0,europe,toyota,Sedan,1,0,0,0,0,0,0,1,0,0,0,1
222,21.5,3.0,80.0,110.0,2720.0,13.5,77.0,japan,chevrolet,Sedan,1,1,0,1,0,0,0,0,0,0,0,1
223,43.1,4.0,90.0,48.0,1985.0,21.5,78.0,europe,chevrolet,Coupe,0,0,0,1,0,0,0,0,0,0,0,0
224,36.1,4.0,98.0,66.0,1800.0,14.4,78.0,usa,chevrolet,Coupe,0,0,1,1,0,0,0,0,0,0,0,0
225,32.8,4.0,78.0,52.0,1985.0,19.4,78.0,japan,peugeot,Coupe,0,1,0,0,0,1,0,0,0,0,0,0
226,36.1,4.0,91.0,60.0,1800.0,16.4,78.0,japan,volkswagen,Coupe,0,1,0,0,0,0,0,0,1,0,0,0
227,19.9,8.0,260.0,110.0,3365.0,15.5,78.0,usa,toyota,Sedan,1,0,1,0,0,0,0,1,0,0,0,1
228,19.4,8.0,318.0,140.0,3735.0,13.2,78.0,usa,volkswagen,Sedan,1,0,1,0,0,0,0,0,1,0,0,1
229,20.2,8.0,302.0,139.0,3570.0,12.8,78.0,usa,chevrolet,Sedan,1,0,1,1,0,0,0,0,0,0,0,1
230,19.2,6.0,231.0,105.0,3535.0,19.2,78.0,usa,chevrolet,Sedan,1,0,1,1,0,0,0,0,0,0,0,1
231,20.5,6.0,200.0,95.0,3155.0,18.2,78.0,usa,chevrolet,Sedan,1,0,1,1,0,0,0,0,0,0,1,0
232,20.2,6.0,200.0,85.0,2965.0,15.8,78.0,usa,volvo,Sedan,1,0,1,0,0,0,0,0,0,1,1,0
233,25.1,4.0,140.0,88.0,2720.0,15.4,78.0,usa,volkswagen,Sedan,1,0,1,0,0,0,0,0,1,0,1,0
234,20.5,6.0,225.0,100.0,3430.0,17.2,78.0,usa,peugeot,Sedan,1,0,1,0,0,1,0,0,0,0,1,0
235,19.4,6.0,232.0,90.0,3210.0,17.2,78.0,usa,peugeot,Sedan,1,0,1,0,0,1,0,0,0,0,1,0
236,20.6,6.0,231.0,105.0,3380.0,15.8,78.0,usa,toyouta,Sedan,1,0,1,0,0,0,0,1,0,0,0,1
237,20.8,6.0,200.0,85.0,3070.0,16.7,78.0,usa,toyota,Sedan,1,0,1,0,0,0,0,1,0,0,1,0
238,18.6,6.0,225.0,110.0,3620.0,18.7,78.0,usa,chevrolet,Sedan,1,0,1,1,0,0,0,0,0,0,0,1
239,18.1,6.0,258.0,120.0,3410.0,15.1,78.0,usa,chevrolet,Sedan,1,0,1,1,0,0,0,0,0,0,0,1
240,19.2,8.0,305.0,145.0,3425.0,13.2,78.0,usa,chevrolet,Sedan,1,0,1,1,0,0,0,0,0,0,0,1
241,17.7,6.0,231.0,165.0,3445.0,13.4,78.0,usa,volkswagen,Sedan,1,0,1,0,0,0,0,0,1,0,0,1
242,18.1,8.0,302.0,139.0,3205.0,11.2,78.0,usa,chevrolet,Sedan,1,0,1,1,0,0,0,0,0,0,0,1
243,17.5,8.0,318.0,140.0,4080.0,13.7,78.0,usa,toyota,Sedan,1,0,1,0,0,0,0,1,0,0,0,1
244,30.0,4.0,98.0,68.0,2155.0,16.5,78.0,usa,chevrolet,Coupe,0,0,1,1,0,0,0,0,0,0,0,0
245,27.5,4.0,134.0,95.0,2560.0,14.2,78.0,japan,chevrolet,Sedan,1,1,0,1,0,0,0,0,0,0,1,0
246,27.2,4.0,119.0,97.0,2300.0,14.7,78.0,japan,audi,Coupe,0,1,0,0,0,0,0,0,0,0,1,0
247,30.9,4.0,105.0,75.0,2230.0,14.5,78.0,usa,volvo,Coupe,0,0,1,0,0,0,0,0,0,1,0,0
248,21.1,4.0,134.0,95.0,2515.0,14.8,78.0,japan,saab,Sedan,1,1,0,0,0,0,1,0,0,0,1,0
249,23.2,4.0,156.0,105.0,2745.0,16.7,78.0,usa,peugeot,Sedan,1,0,1,0,0,1,0,0,0,0,0,1
250,23.8,4.0,151.0,85.0,2855.0,17.6,78.0,usa,toyota,Sedan,1,0,1,0,0,0,0,1,0,0,1,0
251,23.9,4.0,119.0,97.0,2405.0,14.9,78.0,japan,chevrolet,Coupe,0,1,0,1,0,0,0,0,0,0,1,0
252,20.3,5.0,131.0,103.0,2830.0,15.9,78.0,europe,toyota,Sedan,1,0,0,0,0,0,0,1,0,0,0,1
253,21.6,4.0,121.0,115.0,2795.0,15.7,78.0,europe,chevrolet,Sedan,1,0,0,1,0,0,0,0,0,0,0,1
254,16.2,6.0,163.0,133.0,3410.0,15.8,78.0,europe,audi,Sedan,1,0,0,0,0,0,0,0,0,0,0,1
255,31.5,4.0,89.0,71.0,1990.0,14.9,78.0,europe,volkswagen,Coupe,0,0,0,0,0,0,0,0,1,0,0,0
256,29.5,4.0,98.0,68.0,2135.0,16.6,78.0,japan,toyota,Coupe,0,1,0,0,0,0,0,1,0,0,0,0
257,21.5,6.0,231.0,115.0,3245.0,15.4,79.0,usa,chevrolet,Sedan,1,0,1,1,0,0,0,0,0,0,0,1
258,19.8,6.0,200.0,85.0,2990.0,18.2,79.0,usa,chevrolet,Sedan,1,0,1,1,0,0,0,0,0,0,1,0
259,22.3,4.0,140.0,88.0,2890.0,17.3,79.0,usa,chevroelt,Sedan,1,0,1,1,0,0,0,0,0,0,1,0
260,20.2,6.0,232.0,90.0,3265.0,18.2,79.0,usa,chevrolet,Sedan,1,0,1,1,0,0,0,0,0,0,1,0
261,20.6,6.0,225.0,110.0,3360.0,16.6,79.0,usa,toyota,Sedan,1,0,1,0,0,0,0,1,0,0,0,1
262,17.0,8.0,305.0,130.0,3840.0,15.4,79.0,usa,toyota,Sedan,1,0,1,0,0,0,0,1,0,0,0,1
263,17.6,8.0,302.0,129.0,3725.0,13.4,79.0,usa,volkswagen,Sedan,1,0,1,0,0,0,0,0,1,0,0,1
264,16.5,8.0,351.0,138.0,3955.0,13.2,79.0,usa,volkswagen,Sedan,1,0,1,0,0,0,0,0,1,0,0,1
265,18.2,8.0,318.0,135.0,3830.0,15.2,79.0,usa,audi,Sedan,1,0,1,0,0,0,0,0,0,0,0,1
266,16.9,8.0,350.0,155.0,4360.0,14.9,79.0,usa,peugeot,Sedan,1,0,1,0,0,1,0,0,0,0,0,1
267,15.5,8.0,351.0,142.0,4054.0,14.3,79.0,usa,volvo,Sedan,1,0,1,0,0,0,0,0,0,1,0,1
268,19.2,8.0,267.0,125.0,3605.0,15.0,79.0,usa,saab,Sedan,1,0,1,0,0,0,1,0,0,0,0,1
269,18.5,8.0,360.0,150.0,3940.0,13.0,79.0,usa,chevrolet,Sedan,1,0,1,1,0,0,0,0,0,0,0,1
270,31.9,4.0,89.0,71.0,1925.0,14.0,79.0,europe,chevrolet,Coupe,0,0,0,1,0,0,0,0,0,0,0,0
271,34.1,4.0,86.0,65.0,1975.0,15.2,79.0,japan,chevrolet,Coupe,0,1,0,1,0,0,0,0,0,0,0,0
272,35.7,4.0,98.0,80.0,1915.0,14.4,79.0,usa,chevrolet,Coupe,0,0,1,1,0,0,0,0,0,0,1,0
273,27.4,4.0,121.0,80.0,2670.0,15.0,79.0,usa,volkswagen,Sedan,1,0,1,0,0,0,0,0,1,0,1,0
274,23.0,8.0,350.0,125.0,3900.0,17.4,79.0,usa,volvo,Sedan,1,0,1,0,0,0,0,0,0,1,0,1
275,27.2,4.0,141.0,71.0,3190.0,15.8,79.0,europe,peugeot,Sedan,1,0,0,0,0,1,0,0,0,0,0,0
276,23.9,8.0,260.0,90.0,3420.0,22.2,79.0,usa,toyota,Sedan,1,0,1,0,0,0,0,1,0,0,1,0
277,34.2,4.0,105.0,70.0,2200.0,13.2,79.0,usa,chevrolet,Coupe,0,0,1,1,0,0,0,0,0,0,0,0
278,34.5,4.0,105.0,70.0,2150.0,14.9,79.0,usa,chevrolet,Coupe,0,0,1,1,0,0,0,0,0,0,0,0
279,31.8,4.0,85.0,65.0,2020.0,19.2,79.0,japan,chevrolet,Coupe,0,1,0,1,0,0,0,0,0,0,0,0
280,37.3,4.0,91.0,69.0,2130.0,14.7,79.0,europe,volkswagen,Coupe,0,0,0,0,0,0,0,0,1,0,0,0
281,28.4,4.0,151.0,90.0,2670.0,16.0,79.0,usa,toyota,Sedan,1,0,1,0,0,0,0,1,0,0,1,0
282,28.8,6.0,173.0,115.0,2595.0,11.3,79.0,usa,chevrolet,Sedan,1,0,1,1,0,0,0,0,0,0,0,1
283,26.8,6.0,173.0,115.0,2700.0,12.9,79.0,usa,volkswagen,Sedan,1,0,1,0,0,0,0,0,1,0,0,1
284,33.5,4.0,151.0,90.0,2556.0,13.2,79.0,usa,volkswagen,Sedan,1,0,1,0,0,0,0,0,1,0,1,0
285,41.5,4.0,98.0,76.0,2144.0,14.7,80.0,europe,chevrolet,Coupe,0,0,0,1,0,0,0,0,0,0,0,0
286,38.1,4.0,89.0,60.0,1968.0,18.8,80.0,japan,chevrolet,Coupe,0,1,0,1,0,0,0,0,0,0,0,0
287,32.1,4.0,98.0,70.0,2120.0,15.5,80.0,usa,chevrolet,Coupe,0,0,1,1,0,0,0,0,0,0,0,0
288,37.2,4.0,86.0,65.0,2019.0,16.4,80.0,japan,toyota,Coupe,0,1,0,0,0,0,0,1,0,0,0,0
289,28.0,4.0,151.0,90.0,2678.0,16.5,80.0,usa,toyota,Sedan,1,0,1,0,0,0,0,1,0,0,1,0
290,26.4,4.0,140.0,88.0,2870.0,18.1,80.0,usa,audi,Sedan,1,0,1,0,0,0,0,0,0,0,1,0
291,24.3,4.0,151.0,90.0,3003.0,20.1,80.0,usa,volvo,Sedan,1,0,1,0,0,0,0,0,0,1,1,0
292,19.1,6.0,225.0,90.0,3381.0,18.7,80.0,usa,saab,Sedan,1,0,1,0,0,0,1,0,0,0,1,0
293,34.3,4.0,97.0,78.0,2188.0,15.8,80.0,europe,peugeot,Coupe,0,0,0,0,0,1,0,0,0,0,0,0
294,29.8,4.0,134.0,90.0,2711.0,15.5,80.0,japan,volkswagen,Sedan,1,1,0,0,0,0,0,0,1,0,1,0
295,31.3,4.0,120.0,75.0,2542.0,17.5,80.0,japan,chevrolet,Sedan,1,1,0,1,0,0,0,0,0,0,0,0
296,37.0,4.0,119.0,92.0,2434.0,15.0,80.0,japan,chevrolet,Coupe,0,1,0,1,0,0,0,0,0,0,1,0
297,32.2,4.0,108.0,75.0,2265.0,15.2,80.0,japan,chevrolet,Coupe,0,1,0,1,0,0,0,0,0,0,0,0
298,46.6,4.0,86.0,65.0,2110.0,17.9,80.0,japan,chevrolet,Coupe,0,1,0,1,0,0,0,0,0,0,0,0
299,27.9,4.0,156.0,105.0,2800.0,14.4,80.0,usa,toyota,Sedan,1,0,1,0,0,0,0,1,0,0,0,1
300,40.8,4.0,85.0,65.0,2110.0,19.2,80.0,japan,volkswagen,Coupe,0,1,0,0,0,0,0,0,1,0,0,0
301,44.3,4.0,90.0,48.0,2085.0,21.7,80.0,europe,peugeot,Coupe,0,0,0,0,0,1,0,0,0,0,0,0
302,43.4,4.0,90.0,48.0,2335.0,15.8,80.0,europe,audi,Coupe,0,0,0,0,0,0,0,0,0,0,0,0
303,36.4,5.0,121.0,67.0,2950.0,19.9,80.0,europe,saab,Sedan,1,0,0,0,0,0,1,0,0,0,0,0
304,30.0,4.0,146.0,67.0,3250.0,21.8,80.0,europe,chevrolet,Sedan,1,0,0,1,0,0,0,0,0,0,0,0
305,44.6,4.0,91.0,67.0,1850.0,13.8,80.0,japan,toyota,Coupe,0,1,0,0,0,0,0,1,0,0,0,0
306,40.9,4.0,85.0,90.0,1835.0,17.3,80.0,europe,chevrolet,Coupe,0,0,0,1,0,0,0,0,0,0,1,0
307,33.8,4.0,97.0,67.0,2145.0,18.0,80.0,japan,chevrolet,Coupe,0,1,0,1,0,0,0,0,0,0,0,0
308,29.8,4.0,89.0,62.0,1845.0,15.3,80.0,europe,chevrolet,Coupe,0,0,0,1,0,0,0,0,0,0,0,0
309,32.7,6.0,168.0,132.0,2910.0,11.4,80.0,japan,peugeot,Sedan,1,1,0,0,0,1,0,0,0,0,0,1
310,35.0,4.0,122.0,88.0,2500.0,15.1,80.0,europe,volkswagen,Sedan,1,0,0,0,0,0,0,0,1,0,1,0
311,23.6,4.0,140.0,90.0,2905.0,14.3,80.0,usa,toyota,Sedan,1,0,1,0,0,0,0,1,0,0,1,0
312,32.4,4.0,107.0,72.0,2290.0,17.0,80.0,japan,volkswagen,Coupe,0,1,0,0,0,0,0,0,1,0,0,0
313,27.2,4.0,135.0,84.0,2490.0,15.7,81.0,usa,chevrolet,Coupe,0,0,1,1,0,0,0,0,0,0,1,0
314,26.6,4.0,151.0,84.0,2635.0,16.4,81.0,usa,chevrolet,Sedan,1,0,1,1,0,0,0,0,0,0,1,0
315,25.8,4.0,156.0,92.0,2620.0,14.4,81.0,usa,chevrolet,Sedan,1,0,1,1,0,0,0,0,0,0,1,0
316,23.5,6.0,173.0,110.0,2725.0,12.6,81.0,usa,volvo,Sedan,1,0,1,0,0,0,0,0,0,1,0,1
317,30.0,4.0,135.0,84.0,2385.0,12.9,81.0,usa,volkswagen,Coupe,0,0,1,0,0,0,0,0,1,0,1,0
318,39.1,4.0,79.0,58.0,1755.0,16.9,81.0,japan,peugeot,Coupe,0,1,0,0,0,1,0,0,0,0,0,0
319,39.0,4.0,86.0,64.0,1875.0,16.4,81.0,usa,peugeot,Coupe,0,0,1,0,0,1,0,0,0,0,0,0
320,35.1,4.0,81.0,60.0,1760.0,16.1,81.0,japan,toyouta,Coupe,0,1,0,0,0,0,0,1,0,0,0,0
321,32.3,4.0,97.0,67.0,2065.0,17.8,81.0,japan,toyota,Coupe,0,1,0,0,0,0,0,1,0,0,0,0
322,37.0,4.0,85.0,65.0,1975.0,19.4,81.0,japan,chevrolet,Coupe,0,1,0,1,0,0,0,0,0,0,0,0
323,37.7,4.0,89.0,62.0,2050.0,17.3,81.0,japan,chevrolet,Coupe,0,1,0,1,0,0,0,0,0,0,0,0
324,34.1,4.0,91.0,68.0,1985.0,16.0,81.0,japan,chevrolet,Coupe,0,1,0,1,0,0,0,0,0,0,0,0
325,34.7,4.0,105.0,63.0,2215.0,14.9,81.0,usa,volkswagen,Coupe,0,0,1,0,0,0,0,0,1,0,0,0
326,34.4,4.0,98.0,65.0,2045.0,16.2,81.0,usa,chevrolet,Coupe,0,0,1,1,0,0,0,0,0,0,0,0
327,29.9,4.0,98.0,65.0,2380.0,20.7,81.0,usa,toyota,Coupe,0,0,1,0,0,0,0,1,0,0,0,0
328,33.0,4.0,105.0,74.0,2190.0,14.2,81.0,europe,chevrolet,Coupe,0,0,0,1,0,0,0,0,0,0,0,0
329,34.5,4.0,100.0,90.0,2320.0,15.8,81.0,europe,chevrolet,Coupe,0,0,0,1,0,0,0,0,0,0,1,0
330,33.7,4.0,107.0,75.0,2210.0,14.4,81.0,japan,audi,Coupe,0,1,0,0,0,0,0,0,0,0,0,0
331,32.4,4.0,108.0,75.0,2350.0,16.8,81.0,japan,volvo,Coupe,0,1,0,0,0,0,0,0,0,1,0,0
332,32.9,4.0,119.0,100.0,2615.0,14.8,81.0,japan,saab,Sedan,1,1,0,0,0,0,1,0,0,0,1,0
333,31.6,4.0,120.0,74.0,2635.0,18.3,81.0,japan,peugeot,Sedan,1,1,0,0,0,1,0,0,0,0,0,0
334,28.1,4.0,141.0,80.0,3230.0,20.4,81.0,europe,toyota,Sedan,1,0,0,0,0,0,0,1,0,0,1,0
335,30.7,6.0,145.0,76.0,3160.0,19.6,81.0,europe,chevrolet,Sedan,1,0,0,1,0,0,0,0,0,0,0,0
336,25.4,6.0,168.0,116.0,2900.0,12.6,81.0,japan,toyota,Sedan,1,1,0,0,0,0,0,1,0,0,0,1
337,22.4,6.0,231.0,110.0,3415.0,15.8,81.0,usa,chevrolet,Sedan,1,0,1,1,0,0,0,0,0,0,0,1
338,26.6,8.0,350.0,105.0,3725.0,19.0,81.0,usa,audi,Sedan,1,0,1,0,0,0,0,0,0,0,0,1
339,20.2,6.0,200.0,88.0,3060.0,17.1,81.0,usa,volkswagen,Sedan,1,0,1,0,0,0,0,0,1,0,1,0
340,17.6,6.0,225.0,85.0,3465.0,16.6,81.0,usa,toyota,Sedan,1,0,1,0,0,0,0,1,0,0,1,0
341,28.0,4.0,112.0,88.0,2605.0,19.6,82.0,usa,chevrolet,Sedan,1,0,1,1,0,0,0,0,0,0,1,0
342,27.0,4.0,112.0,88.0,2640.0,18.6,82.0,usa,chevrolet,Sedan,1,0,1,1,0,0,0,0,0,0,1,0
343,34.0,4.0,112.0,88.0,2395.0,18.0,82.0,usa,chevroelt,Coupe,0,0,1,1,0,0,0,0,0,0,1,0
344,31.0,4.0,112.0,85.0,2575.0,16.2,82.0,usa,chevrolet,Sedan,1,0,1,1,0,0,0,0,0,0,1,0
345,29.0,4.0,135.0,84.0,2525.0,16.0,82.0,usa,toyota,Sedan,1,0,1,0,0,0,0,1,0,0,1,0
346,27.0,4.0,151.0,90.0,2735.0,18.0,82.0,usa,toyota,Sedan,1,0,1,0,0,0,0,1,0,0,1,0
347,24.0,4.0,140.0,92.0,2865.0,16.4,82.0,usa,volkswagen,Sedan,1,0,1,0,0,0,0,0,1,0,1,0
348,23.0,4.0,151.0,90.0,3035.0,20.5,82.0,usa,volkswagen,Sedan,1,0,1,0,0,0,0,0,1,0,1,0
349,36.0,4.0,105.0,74.0,1980.0,15.3,82.0,europe,audi,Coupe,0,0,0,0,0,0,0,0,0,0,0,0
350,37.0,4.0,91.0,68.0,2025.0,18.2,82.0,japan,peugeot,Coupe,0,1,0,0,0,1,0,0,0,0,0,0
351,31.0,4.0,91.0,68.0,1970.0,17.6,82.0,japan,volvo,Coupe,0,1,0,0,0,0,0,0,0,1,0,0
352,38.0,4.0,105.0,63.0,2125.0,14.7,82.0,usa,saab,Coupe,0,0,1,0,0,0,1,0,0,0,0,0
353,36.0,4.0,98.0,70.0,2125.0,17.3,82.0,usa,chevrolet,Coupe,0,0,1,1,0,0,0,0,0,0,0,0
354,36.0,4.0,120.0,88.0,2160.0,14.5,82.0,japan,chevrolet,Coupe,0,1,0,1,0,0,0,0,0,0,1,0
355,36.0,4.0,107.0,75.0,2205.0,14.5,82.0,japan,chevrolet,Coupe,0,1,0,1,0,0,0,0,0,0,0,0
356,34.0,4.0,108.0,70.0,2245.0,16.9,82.0,japan,chevrolet,Coupe,0,1,0,1,0,0,0,0,0,0,0,0
357,38.0,4.0,91.0,67.0,1965.0,15.0,82.0,japan,volkswagen,Coupe,0,1,0,0,0,0,0,0,1,0,0,0
358,38.0,4.0,91.0,67.0,1995.0,16.2,82.0,japan,volvo,Coupe,0,1,0,0,0,0,0,0,0,1,0,0
359,25.0,6.0,181.0,110.0,2945.0,16.4,82.0,usa,peugeot,Sedan,1,0,1,0,0,1,0,0,0,0,0,1
360,38.0,6.0,262.0,85.0,3015.0,17.0,82.0,usa,toyota,Sedan,1,0,1,0,0,0,0,1,0,0,1,0
361,26.0,4.0,156.0,92.0,2585.0,14.5,82.0,usa,chevrolet,Sedan,1,0,1,1,0,0,0,0,0,0,1,0
362,22.0,6.0,232.0,112.0,2835.0,14.7,82.0,usa,chevrolet,Sedan,1,0,1,1,0,0,0,0,0,0,0,1
363,32.0,4.0,144.0,96.0,2665.0,13.9,82.0,japan,chevrolet,Sedan,1,1,0,1,0,0,0,0,0,0,1,0
364,36.0,4.0,135.0,84.0,2370.0,13.0,82.0,usa,volkswagen,Coupe,0,0,1,0,0,0,0,0,1,0,1,0
365,27.0,4.0,151.0,90.0,2950.0,17.3,82.0,usa,toyota,Sedan,1,0,1,0,0,0,0,1,0,0,1,0
366,27.0,4.0,140.0,86.0,2790.0,15.6,82.0,usa,chevrolet,Sedan,1,0,1,1,0,0,0,0,0,0,1,0
367,44.0,4.0,97.0,52.0,2130.0,15.8,82.0,europe,volkswagen,Coupe,0,0,0,0,0,0,0,0,1,0,0,0
368,32.0,4.0,135.0,84.0,2295.0,11.6,82.0,usa,volkswagen,Coupe,0,0,1,0,0,0,0,0,1,0,1,0
369,28.0,4.0,120.0,79.0,2625.0,18.6,82.0,usa,chevrolet,Sedan,1,0,1,1,0,0,0,0,0,0,1,0
370,31.0,4.0,119.0,82.0,2720.0,19.4,82.0,usa,chevrolet,Sedan,1,0,1,1,0,0,0,0,0,0,1,0
